symbol,NGF3-1-1,NGF3-1-2,NGF3-1-3,NGF3-2-1,NGF3-2-2,NGF3-2-3,NGF3-3-1,NGF3-3-2,NGF3-3-3,NGF3-7-1,NGF3-7-2,NGF3-7-3,NGF3-7-4,NGF3-7-5,NGF3-7-6,NGF3-7-7,NGF3-7-8,NGF3-C-1,NGF3-C-2,NGF3-C-3,NGF3-1-4,NGF3-1-5,NGF3-1-6,NGF3-2-4,NGF3-2-5,NGF3-2-6,NGF3-3-4,NGF3-3-5,NGF3-3-6,NGF3-7-10,NGF3-7-11,NGF3-7-12,NGF3-7-13,NGF3-7-14,NGF3-7-15,NGF3-7-16,NGF3-7-9,NGF3-C-4,NGF3-C-5,NGF3-C-6
Trhr,0,0,0,3,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,3,0,2,0,0,0,2,0,0,0,0,0,1
Trh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Triap1,0,1,0,0,1,0,0,6,0,1,1,5,1,2,1,0,5,0,0,0,4,0,0,1,0,0,8,0,47,0,2,10,10,0,0,4,0,2,0,0
Trib1,3,0,0,6,0,0,1,1,0,11,8,0,498,6,5,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,3,1,0,0,0,1,2
Trib2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Trib3,0,0,40,21,59,7,0,0,0,68,0,7,0,0,38,95,61,0,1,0,0,0,0,0,0,0,128,659,22,0,7,1,0,10,16,0,0,0,1,0
Tril,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Trim2,1729,0,0,54,0,0,130,0,0,0,55,187,77,51,77,252,252,19,15,0,0,0,0,2,0,0,4,24,0,3,1055,1,13,2,16,0,1,0,0,792
Trim3,3,1,0,0,0,0,1,0,0,0,4,1,5,1,53,68,0,0,0,0,0,268,1,0,0,0,0,0,2,1,1,0,1,0,0,0,1,1,0,1
Trim5,1050,1,0,218,0,1,6,9,463,548,792,508,82,89,28,236,607,281,3,6,29,23,211,1,0,16,32,9,3,634,25,0,899,2,328,297,161,3,7,13
Trim6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Trim8,1,1,2,0,1,0,36,36,108,25,8,78,42,33,96,10,28,2,35,14,33,2,88,3,233,5,10,2,135,32,42,146,14,0,37,9,6,24,2,117
Trim9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,0,0,0,0
Trim10,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
Trim11,0,6,0,0,0,1,203,48,1,51,23,11,5,45,0,1,60,330,12,8,293,0,0,0,0,0,0,0,1,26,12,24,2,1,42,0,0,79,4,0
Trim13,4,0,0,0,0,0,1113,3,0,3,9,0,0,30,4,294,0,0,0,0,0,0,0,0,6,1,0,1,0,0,11,0,0,0,0,0,3,0,0,0
Trim14,0,0,24,3,0,0,9,1,0,16,9,456,6,0,51,2,2,0,0,1,5,0,8,7,0,0,2,19,1,0,0,516,1,57,334,0,27,5,0,0
Trim16,42,7,6,2,280,0,6,1,5,19,231,1,2,24,9,3,13,30,179,4,98,2,7,296,5,3,40,221,36,2224,3,6,4,56,52,0,1,6,113,0
Trim17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
Trim21,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0
Trim23,0,0,1,23,2,0,0,0,494,148,1103,57,139,6,96,23,12,0,0,6,0,2,0,19,0,0,5,555,1,8,1155,1650,30,1,5,6,6,1,0,1039
Trim24,7,0,0,1,1,44,0,0,0,26,11,75,12,0,47,0,0,0,1,0,1,1,1,0,0,1,2,2,1,0,3,0,0,1,39,1,31,0,0,0
Trim25,194,5,0,0,0,0,6,1,0,0,41,3,0,97,1,893,3,11,0,0,5,1,0,0,2,1,14,1,4,1,0,1,2,3,4,2,4,0,2,14
Trim26,3,0,7,1,4,0,2,0,2,8,2,3,0,1,35,16,0,3,1,2,1,0,0,18,23,3,12,11,3,21,2,3,194,2,7,19,1,81,2,1
Trim27,169,0,3,2,4,0,2753,0,34,236,2,1,3,4,1,5,584,16,3,0,921,1,0,0,0,2,181,0,0,9,4,4,1,17,1,0,0,0,0,1
Trim28,401,14,15,1,164,9,199,28,10,274,169,166,89,612,371,1142,505,9,5,168,38,37,20,39,5,7,1228,28,191,657,771,235,781,0,337,682,916,1147,363,20
Trim29,0,4,0,0,0,0,0,0,0,18,0,1,0,1,8,0,0,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,156,0,1,0,0
Trim31,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0,1,1,0,1,1,0,3,1,0,1,0,1,0,0,0,0,4
Trim32,217,0,17,1,153,0,3,0,2,541,11,338,103,58,5,32,26,524,1,0,98,4,16,3,1,30,0,142,99,16,10,2,4,4,41,0,17,961,5,0
Trim34,0,0,0,0,0,0,0,0,0,3,28,3,248,1,46,5,1,0,0,0,1,0,0,0,2,8,0,0,1,4,47,0,1,0,0,0,0,2,0,0
Trim35,17,0,0,4,0,1,0,123,17,679,466,289,43,46,22,111,87,3,1212,1,3,1,19,27,0,352,0,4,403,17,948,10,19,21,434,6,6,5,0,1
Trim36,0,0,0,0,0,0,0,0,0,100,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Trim37,23,0,1318,287,434,17,723,3,89,581,399,257,706,738,68,823,402,0,9106,2,1,0,46,17,1,17,1,1934,392,194,18,672,855,772,137,151,502,42,1,76
Trim39,0,0,0,1,0,7,0,0,0,92,2,4,2,200,3,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Trim40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim41,24,167,24,24,10,4,12,431,18,62,31,515,45,8,36,25,49,14,22,23,26,38,29,200,12,39,29,38,43,14,27,21,12,9,42,26,17,22,39,15
Trim42,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,2,0,0,0
Trim43a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1
Trim44,1076,0,1,0,0,0,1,1,58,89,739,101,15,815,2,1558,3785,2,4362,0,0,8,0,0,0,2,0,0,7,3444,7,0,2,2,445,0,2,1,56,0
Trim45,0,0,0,0,0,0,15,0,37,79,2,0,18,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0,0,475,0,0,0
Trim46,0,1,0,0,0,1,0,0,1,7,3,0,0,0,0,0,1,0,0,3,1,0,3,1,1,4,2,0,2,0,8,0,1,1,0,0,0,5,0,0
Trim47,152,8,0,0,190,0,4,0,12,58,31,133,60,43,99,10,26,20,0,1,1,0,34,12,6,0,33,2,2,190,11,5,19,2,18,16,11,5,0,8
Trim50,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Trim54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim55,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
Trim58,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Trim59,1319,6,9,15,2,0,1496,1510,0,83,577,359,242,1,9,465,3616,24,534,10,792,6,1,12,1,2,0,388,1202,400,15,147,814,9,102,1,36,0,151,11
Trim63,1,1,0,0,1,0,0,0,0,161,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Trim65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Trim66,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0
Trim67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2
Trim69,0,0,0,0,0,0,0,0,0,1,1,4,9,11,0,34,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,13,0,0,0
Trim71,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,3,0,1,2,0,0,2,1,3,0,0,1,0,0,0,2,0,2,2,3
Trim72,0,0,0,10,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,1,1,2
Triml2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Triobp,1494,4,1,0,1,0,1088,0,2277,85,375,640,4,220,74,549,10,8,8,1,16,0,30,8,0,2,1,10,9,7,1,4,9,9,366,4,5,24,0,441
Trip4,1315,79,1,592,788,0,98,0,6,20,9,4,0,0,15,48,2052,136,71,0,928,0,0,3,0,7,0,21,28,22,4,0,6,0,12,0,0,16,0,0
Trip6,0,1,0,0,0,0,776,0,0,0,0,5,9,0,0,7,1,0,0,0,0,0,1,2,0,4,1,7,0,0,0,0,2,0,0,2,1,8,0,0
Trip10,687,0,0,0,0,1,1346,0,3296,8,6,11,703,5,92,7,0,5,17,0,0,26,0,8,2,297,69,4,2,32,4,1,0,5,1,1,0,0,0,1510
Trip11,2237,1,1460,197,0,65,0,4045,476,1966,1099,1347,985,1583,137,2519,1071,2,56,1,136,1,5,1614,58,0,227,451,390,667,1891,0,1404,293,781,35,157,1,5,741
Trip12,4088,299,184,204,275,209,935,70,498,1523,2327,2709,4285,1907,309,2338,12910,755,548,3187,2682,35,1717,6216,4469,7,1843,7563,820,4094,2235,229,1988,42,3233,2078,5243,492,5248,4233
Trip13,0,4,0,0,329,0,367,0,3,155,255,216,525,0,0,239,2,1,4,256,103,0,4,136,0,148,0,23,160,1,0,1,1,0,84,2,1,32,0,1
Triqk,0,0,0,0,0,0,0,0,3,115,23,512,39,3,28,0,1,18,0,1,0,0,0,789,0,6,0,740,804,0,0,0,5,0,0,0,4,6,0,0
Trit1,810,0,0,0,140,44,0,407,49,62,98,37,895,397,109,667,168,1,2,13,9,1,2,152,0,2,0,0,17,0,51,2,5,0,99,61,0,0,7,1
Trmt1l,1,1,6,1,0,3,111,0,1,83,2,17,13,12,4,25,26,0,0,3,0,0,2,0,17,0,3,1,2,0,4,0,4,0,1,0,0,0,0,0
Trmt1,15,4,17,1,49,9,118,203,7,139,27,342,17,116,38,39,4,9,0,1,28,12,5,1807,1,1,734,9,16,1777,76,1747,23,386,23,6,1,1,10,0
Trmt2a,79,0,0,0,26,117,25,1,0,283,1,837,63,8,16,21,49,0,0,7,664,9,0,2,1,0,3,10,24,5,918,2272,1,1,2,1,2,7,0,50
Trmt5,0,1,1,4,8,0,12,19,5,63,0,5,0,0,31,72,1,0,21,0,0,1,0,33,39,1,0,0,3,4,3,9,4,1,0,1273,3,0,0,19
Trmt6,2571,49,0,1,534,378,975,10,298,371,1564,1318,450,135,231,327,635,2991,666,0,19,1285,661,585,3,1,5148,2318,560,2803,503,2,274,2,1564,409,1529,2,1672,32
Trmt10a,1,0,99,0,0,0,59,0,2,231,2,34,14,4,1,44,17,0,0,0,0,0,0,31,2,1,0,1,0,0,2,0,4,0,13,105,0,1,0,71
Trmt10b,83,187,8,0,0,0,0,0,1,538,141,26,170,140,1,155,1491,0,0,53,1376,0,0,7,18,32,0,2,13,53,126,794,534,0,6,0,22,2,0,75
Trmt10c,449,0,1,0,0,1,6,218,32,250,201,98,326,23,19,53,33,730,0,163,1,0,0,0,2,26,2,17,563,4,9,23,9,0,307,145,37,17,0,9
Trmt11,0,0,0,0,0,0,0,0,0,38,3,7,0,1,21,474,0,0,0,1,0,0,104,1,0,0,109,0,0,0,0,0,1,0,39,3,5,0,0,1
Trmt12,674,2560,1,0,8,0,1,0,7,69,211,24,23,38,10,1273,36,0,71,28,2,0,3,0,0,0,0,53,0,2,2,0,3,0,9,0,8,0,0,0
Trmt13,10,0,0,0,156,1,0,30,44,8,2,562,31,25,154,651,185,2444,0,48,0,1,0,4061,0,0,9,1,1,13,3,0,41,30,481,1,3,2,0,3759
Trmt44,0,12,0,5,627,0,0,8,0,21,0,9,1,0,0,3,9,0,0,0,0,0,0,27,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,0
Trmt61a,7,0,7,0,0,0,2,7,3,2,0,25,6,3,0,3,7,5,66,0,0,1,0,2,0,0,8,3,0,0,2,4,3,1,0,0,0,2,0,1
Trmt112,2,10,25,992,2823,3,8,2,509,592,1533,3527,1086,367,132,54,4411,18,432,0,1149,2,1,16,1244,2,6,1656,107,669,14,1316,1893,6247,350,3412,2448,7,0,11
Trmu,0,0,0,0,2536,18,0,0,0,5,0,2,0,21,1,11,85,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,99,0
Trnau1ap,510,1854,18,0,130,9,5,0,44,207,591,1261,177,535,38,387,659,217,0,1,1522,1,5,186,17,2,558,58,1322,1584,369,13,46,2,418,2,2,15,670,3
Trnt1,160,0,14,0,0,2,317,0,23,232,281,11,287,331,18,826,359,824,1,0,2,123,0,41,0,0,0,17,190,3,2,0,288,0,823,93,70,0,0,1
Troap,0,3,1,1,1,0,2323,1,0,19,45,1,568,0,29,181,1158,7,3,0,80,1,27,0,1,4,1,18,1,105,19,1,4,0,25,4,1700,0,1,7
Trove2,0,0,0,0,0,0,1,0,0,10,534,15,54,42,20,88,8,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,353,0,90,1,4,0,0,1
Trpa1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trpc1,1,15,23,3995,0,0,8,114,334,79,258,30,1,156,15,22,10,0,0,0,1,0,0,63,16,3,0,15,0,2,86,1,247,0,714,55,0,0,3,46
Trpc3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Trpc4ap,166,134,16,4,775,58,315,10,111,162,26,448,443,60,60,194,542,13,20,5,12,2795,14,13,31,3,516,68,45,58,732,13,51,1791,1846,81,819,19,15,465
Trpc4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0
Trpc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trpc6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Trpc7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Trpm1,0,0,0,0,1,0,0,0,4,0,5,447,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trpm2,0,0,1,0,0,0,0,0,1,0,0,0,31,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0
Trpm3,0,0,1,1,0,4,0,1,0,1,0,0,0,1,2,2,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Trpm4,0,0,0,0,0,11,47,0,3,23,34,36,72,8,14,23,60,0,1,0,0,1,12,40,0,0,1,0,2,1,0,0,25,0,3,1,1,0,0,1
Trpm5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
Trpm7,440,332,3,0,70,127,1572,348,413,385,326,478,331,96,256,314,1860,4,17,30,694,1,0,65,51,474,3,213,104,1475,109,16,307,2,923,158,14,151,2023,3641
Trpm8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,1,0
Trps1,0,0,0,0,0,0,0,0,101,36,6,78,17,1,3,1,2,0,0,0,1,0,0,0,2,0,0,1,3,1,770,2,1,0,13,0,84,0,1,1
Trpt1,0,2388,0,0,2,0,4,2,1,23,262,0,20,1,22,208,0,0,14,0,0,0,0,20,0,1,1,0,3,3,0,5,1,0,1,0,0,0,0,1
Trpv1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Trpv2,16,4,1,20,5,0,0,0,1,10,326,35,4,43,21,78,1,8,0,544,0,0,3,1,0,1,3,1,0,2,2,1,902,109,102,0,1,0,2,10
Trpv3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trpv4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,1
Trpv5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
Trpv6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Trrap,41,1,2,1,3,1,92,33,129,453,23,260,53,21,25,314,9,31,2,6,2,4,1,137,3,7,7,10,4,11,8,14,722,2,681,245,52,1,3,14
Trub1,15,14,0,0,0,0,6,29,23,49,4,6,6,5,18,21,3,79,0,0,0,0,0,0,0,0,0,6,2988,83,3,0,2,2,0,3,3,3,0,0
Trub2,123,0,0,0,141,237,0,0,60,230,75,25,55,75,0,432,78,179,1,0,536,1,6,1047,0,0,9,44,1,24,15,223,54,0,8,74,14,1,0,4
Try4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Try10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tryx5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsacc,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsc1,32,1,1,0,0,0,10,0,0,3,53,3,21,29,0,2,1,0,13,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,25,0,0,0
Tsc2,6,0,0,14,1735,0,19,5,1,380,11,174,10,43,21,40,2,0,17,1,0,0,3,106,0,0,2,1,7,17,21,0,1,5,68,726,0,3,1,1
Tsc22d1,140,0,1,24,6,0,289,95,4,31,161,1553,81,20,54,39,1339,2,2,7,5,2,2469,37,19,2,3391,17,242,1087,113,3,12,25,14,10,23,6,1,9
Tsc22d2,76,2,0,0,25,2,354,581,986,597,63,257,212,2,1,422,25,188,2,160,3,3,3,78,1,2,1,10,0,4,18,1,0,0,9,28,1,0,33,360
Tsc22d3,0,8,0,0,0,0,3,0,37,294,261,97,1,6,3,36,6,0,3950,5,3,4,0,0,0,15,8,4,784,2464,0,0,0,6,1,0,0,3,3,3
Tsc22d4,0,0,0,0,0,1,2,1,1,0,0,2,5,1,0,0,0,0,0,1,2,0,0,12,1,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0
Tsen2,0,0,0,0,0,0,0,0,12,186,0,11,7,15,1,45,2,0,0,1,0,0,0,7,0,0,30,0,0,0,0,0,1,0,6,0,17,23,0,0
Tsen15,560,0,5,0,0,0,183,0,8,365,98,1390,513,60,10,708,685,6,0,6,891,0,0,6,3,1,141,102,22,19,1810,0,2,4,26,2,104,358,195,8
Tsen34,8,0,0,2,0,0,11,0,2,8,4,5,1,7,2,18,0,3,12,0,3,10,4,0,0,13,0,5,0,17,5,1,4,0,1,3,0,0,0,0
Tsen54,0,0,0,0,0,40,21,0,8,93,2,1,4,3,5,15,1,0,0,0,4,0,0,0,6,9,1,0,77,106,12,1,689,0,8,0,0,0,0,0
Tsfm,969,2693,4,4,887,1,362,0,3,71,326,862,417,253,27,2,0,1,3,1,1217,0,1,1,1,0,0,0,966,3,85,485,2,0,287,1,6,0,0,0
Tsg101,1055,84,7,4823,1449,28,947,108,907,619,523,331,256,349,183,1275,2681,74,52,693,274,53,4,2583,79,0,146,2708,1730,18,89,768,793,38,600,49,4,678,195,103
Tsga10ip,0,0,0,0,0,1,2,1,1,0,1,0,1,0,0,1,2,0,1,0,0,1,0,4,0,0,3,0,2,4,4,0,1,2,1,1,1,0,1,2
Tsga10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Tsga13,0,0,2,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tshb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tshr,14,0,2,0,0,1,1,25,7,0,17,1,0,0,0,65,121,0,0,0,0,4,1,2,0,0,0,0,0,0,0,53,0,0,0,6,240,0,1,1
Tshz3,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
Tsks,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Tsku,9,0,424,711,17,0,14,0,10,9,2,68,25,2,0,65,0,0,1,35,5,0,1,0,0,1,1,1,2,8,0,1,0,72,0,0,0,0,79,122
Tsnaxip1,2,1,0,2,5,0,6,0,0,13,0,0,6,7,0,5,0,1,1,1,0,0,1,0,1,0,1,3,5,0,2,4,1,0,3,2,0,0,0,2
Tsnax,129,17,2051,824,4282,483,261,282,285,306,340,768,689,264,128,574,628,135,8,60,817,220,7,49,1,9,609,2275,1024,41,778,9,116,6,390,7,5,0,1,13
Tsn,16,10,0,40,2855,197,27,21,9,923,43,745,185,1039,13,38,12,2201,4,108,10,2,1813,83,1,0,1,18,12,5,15,2889,69,2,530,21,26,3,0,1125
Tspan1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tspan2,412,36,21,150,0,0,4,0,5,321,2,181,194,7,54,2,528,120,15,1013,3,9,0,61,0,3,144,3,48,1,51,3,46,0,34,310,10,5,129,82
Tspan3,766,155,302,10665,307,1236,11341,7,8302,6804,5357,2575,8116,6332,1190,8069,12048,61,14373,3013,17442,7422,82,16014,607,5807,16277,353,3712,7943,5778,3017,1772,117,4717,553,1484,5758,36,10810
Tspan4,1,0,0,1,0,0,0,2,0,4,8,7,0,4,0,23,1,33,2,0,11,0,0,0,0,1,1,0,1,2,28,0,0,2,3,0,6,0,0,0
Tspan5,102,62,2,2,1,31,1,85,0,24,88,479,610,86,13,17,5,2,0,2,64,1,0,8,6,0,182,2,24,1889,31,99,5,22,203,5,0,6,11,5
Tspan6,4915,2,7229,157,1898,25,2771,215,147,1226,2115,1054,3507,3713,189,870,3147,3205,605,5991,4330,77,11,52,8150,15,471,3725,361,10523,3364,92,986,30,1706,2599,5898,195,479,4319
Tspan7,3430,50,246,5983,579,767,3214,380,2383,698,265,1005,947,448,286,2213,4867,446,6374,1050,2885,159,13,5544,426,59,2145,201,2345,1820,466,139,331,223,855,160,382,916,15,798
Tspan8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Tspan9,0,0,1,0,0,1,0,2651,58,3,2,1,0,4,30,8,1,0,0,1,0,0,0,0,1,0,0,1,2,0,3,0,1,1,328,4,1,0,0,0
Tspan11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan12,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,113,0,0,0,0,0
Tspan13,131,1002,5,352,3,5,311,249,51,175,174,36,236,143,57,439,758,21,94,100,1380,11,6,104,560,12,21,31,21,88,72,51,18,25,25,6,18,27,3,70
Tspan14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan15,0,0,0,82,0,0,4,0,0,126,1,1,3,0,12,0,2,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,5
Tspan17,641,86,3,6,173,0,18,1,3,641,231,347,66,621,60,30,18,7,2485,8,19,0,11,3410,1214,1,331,11,16,5295,7,14,40,10,3,3,8,99,4,82
Tspan18,0,0,0,1,0,0,0,0,14,2,0,2,6,5,1,4,2,38,0,316,25,1,0,0,0,0,3,0,0,2,0,0,2,0,4,0,3,0,0,0
Tspan31,991,1453,13,8860,1540,76,1469,380,239,525,50,38,199,138,68,96,140,17,274,21,5165,8,2,6337,112,4,671,2909,23,143,478,49,135,2418,1418,27,20,231,3046,110
Tspan33,6,2,1,2,0,61,2,6,1,234,679,4,1,1,33,3,13,1,0,2,3,1,10,0,1,1,671,0,3,18,7,0,0,0,9,21,1,1,0,4
Tspo,1342,3986,6563,2154,2476,0,1238,1683,324,4162,5943,1853,766,1674,165,4344,410,348,1080,41,2883,1,2509,6273,10315,53,238,6402,3546,5491,2187,2079,1229,4718,3175,1362,191,161,42,3025
