symbol,NGF3-1-1,NGF3-1-2,NGF3-1-3,NGF3-2-1,NGF3-2-2,NGF3-2-3,NGF3-3-1,NGF3-3-2,NGF3-3-3,NGF3-7-1,NGF3-7-2,NGF3-7-3,NGF3-7-4,NGF3-7-5,NGF3-7-6,NGF3-7-7,NGF3-7-8,NGF3-C-1,NGF3-C-2,NGF3-C-3,NGF3-1-4,NGF3-1-5,NGF3-1-6,NGF3-2-4,NGF3-2-5,NGF3-2-6,NGF3-3-4,NGF3-3-5,NGF3-3-6,NGF3-7-10,NGF3-7-11,NGF3-7-12,NGF3-7-13,NGF3-7-14,NGF3-7-15,NGF3-7-16,NGF3-7-9,NGF3-C-4,NGF3-C-5,NGF3-C-6
Mybpc1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,64,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mybpc2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,42,15,0,1,0,0,1,1,1,19,747,1,0,1,1,0,3,0,0,0
Mybpc3,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0
Mybphl,0,0,13,0,0,0,0,0,0,23,0,0,2,3,29,3,91,0,10,0,1,0,0,0,0,0,2,976,1,19,1,1,19,0,4,10,0,1,0,0
Mybph,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycbp2,561,46,0,362,335,3,58,3,480,1294,531,4344,521,939,413,243,3006,6710,1655,5,1,0,3,173,637,2,2800,315,20,5071,165,3,371,757,659,25,7294,34,0,52
Mycbpap,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,1,0,1,0,0,0,1173,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
Mycbp,750,22,1638,0,830,41,2045,354,9,436,427,68,120,227,110,323,3562,1,85,42,438,28,18,2747,25,7,24,211,239,66,84,107,790,1971,450,79,430,4,7,30
Mycl,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,2,0,0,0,0,1,0,1,1
Mycn,16,1,0,0,1,0,0,0,0,17,0,254,2,0,0,35,19,382,0,0,10,0,4,0,0,0,0,937,0,3,2,0,22,0,0,0,0,0,2,2
Mycs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myct1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Myc,4,0,3,0,24,0,4,28,71,94,249,3,22,16,16,9,34,2,0,0,298,16,0,1357,1,0,22,5,91,970,5,223,363,12,6,518,5,0,2,0
Myd88,45,0,4,0,0,0,299,0,0,212,17,106,6,2,0,68,28,0,24,3,4,1,0,77,1,1,7,0,27,2,1,0,5,0,1,0,30,9,0,2
Myef2,377,285,7,2,481,52,113,0,2238,323,934,858,923,329,235,1618,4111,62,134,758,41,37,1,1281,1,463,211,4684,621,2538,2288,1243,936,6,712,927,2675,17,93,1351
Myeov2,11383,3216,437,139,13834,48,1554,1150,176,4949,3762,6021,1568,3342,474,716,1222,2336,14726,2968,9132,5797,1103,1970,13847,6,1890,3498,3603,11093,5167,3963,2913,925,1740,3051,4759,267,602,676
Myf5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Myf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Myg1,82,145,16,1,1222,0,8,4,2,160,507,1492,84,919,30,627,20,2,724,10,1663,8,0,188,2,3,1,1,393,13,12,4,5,1330,617,8,0,371,3559,8
Myh1,0,0,0,5,0,0,0,0,0,1,2,1,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,2,1
Myh2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myh3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Myh4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,1,0,0
Myh6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Myh7b,0,0,0,3,1,0,0,0,0,220,0,0,0,0,2,0,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,57,0,1,1,0
Myh7,4,0,2,2,0,1,1,2,1,0,3,0,0,2,1,3,2,0,0,1,7,0,7,4,2,25,5,4,2,0,3,2,0,1,1,4,0,5,1,2
Myh8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,13,0,0,0,1,0,0,2,0,0
Myh9,67,0,0,0,1,0,9,0,6,8,4,1,14,2,0,11,8,6,13,2,0,3,7,0,0,0,5,3,15,1,2,0,0,0,2,0,2,24,2,0
Myh10,526,568,2466,1269,727,2,2601,49,1104,2226,401,2476,1466,1344,18,1456,1572,207,3840,50,1453,683,4,1479,2,436,2717,3368,110,431,3145,4480,136,13,480,130,563,12,147,634
Myh11,6,1,100,0,0,0,0,0,0,1,0,0,0,0,0,56,0,0,0,2,3,0,21,0,1,0,0,0,2,2,1,1,0,1,0,0,0,0,3,0
Myh14,49,6,0,0,0,0,36,0,17,147,280,99,107,20,24,15,169,0,14,0,7,28,20,1404,0,0,1499,14,3,8,5,17,4,2,7,7,4,19,2,96
Myl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myl3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Myl4,0,0,0,0,726,0,649,0,0,0,0,81,54,2,0,38,0,1,0,0,0,0,0,0,1,0,0,14,0,26,0,0,0,0,0,0,0,0,1,0
Myl6b,3633,4148,6363,882,670,0,2106,4251,8,572,1004,671,1088,731,83,1751,3577,497,3675,4006,3549,1801,1048,1237,1835,2,3529,1461,1324,4952,677,2158,1205,1212,965,46,5,193,1191,889
Myl6l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myl6,79,1009,1031,190,113,0,192,228,94,13,5,70,5,24,3,29,241,0,587,188,619,127,323,354,432,0,403,121,149,431,77,460,46,113,12,2,0,1,401,148
Myl7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Myl9,1751,1,14,0,18,0,1252,0,349,43,2,167,431,16,19,22,147,75,2683,2176,3222,3579,21,1,0,1,698,1758,25,13,1,0,19,1,14,1,1,0,15,0
Myl12a,22130,34491,22633,3100,17297,494,23075,2460,12732,5868,10951,21829,11267,16690,1219,10689,27368,9075,5266,20743,42612,8267,37289,9718,9671,6364,29896,20180,29040,31428,1854,17412,13221,5740,10735,4694,32761,1509,418,14931
Myl12b,297,172,320,63,28,35,1214,55,427,145,252,154,63,166,178,101,65,369,158,108,296,14,9,53,112,41,136,216,113,121,88,273,118,105,78,88,237,148,3,171
Mylip,0,0,0,0,0,1,99,0,0,2,20,2069,11,0,67,2,1,0,1,2,43,0,0,2146,36,0,0,0,2,6,0,19,0,0,242,0,7,48,0,0
Mylk2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0
Mylk3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,1,2,1,0,0,0,1,1,0
Mylk,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,1,0,1,0
Mylpf,0,475,0,0,0,0,1,1,1,0,1,0,1,1,0,398,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
Mynn,1,0,357,0,0,25,34,364,1,62,0,928,12,19,15,154,76,0,0,0,3,0,0,159,0,0,0,2618,2,12,25,8,0,0,1,44,209,0,0,2
Myo1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Myo1b,54,0,0,0,0,0,2,0,341,372,326,73,122,149,44,932,695,64,0,0,0,1,2,304,0,0,0,35,1,40,4255,1,1433,129,339,39,89,211,0,1951
Myo1c,128,0,4,0,20,0,0,0,2,41,21,593,67,1,32,8,417,113,8,0,83,0,5,1,1,0,0,1,0,218,3,0,7,1,2,2,0,2,1,11
Myo1d,247,1,0,1,2955,1,214,158,1,78,623,418,136,71,31,46,57,80,1135,21,50,1,447,32,526,3,3,517,54,512,285,264,748,4,224,152,4,0,2,2
Myo1e,0,171,0,0,0,0,0,0,1,0,7,0,2,1434,61,0,0,0,0,0,0,3,1,0,0,3,0,7,0,4,0,1,0,4,6,0,0,0,0,0
Myo1f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Myo1g,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,1,2,0,0,0,0
Myo3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Myo5a,119,0,1057,7,1966,0,1429,0,6,1927,837,329,269,402,88,1949,930,558,2,2,230,1,2,58,4,1,1577,196,43,39,1701,44,31,1,191,9,2,8,0,1085
Myo5b,0,0,0,0,3,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,305,0,0,0,1,0,103,0,0,2,0,0,0,0,0,0,1,0,0,0
Myo7a,0,0,0,0,0,0,1,1,0,0,0,0,0,9,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Myo7b,1,3,2,1,1,0,6,0,4,2,1,0,1,0,12,1,2,1,5,9,1,2,0,2,3,4,3,2,3,11,6,8,2,2,0,1,0,9,3,1
Myo9a,252,0,0,5,36,1,41,1,34,827,172,420,438,278,1006,2151,2119,654,293,26,1089,0,2,26,1,1247,48,59,5,34,261,21,1,391,21,359,0,1,0,734
Myo9b,7,7,1,6,0,0,3,0,32,87,5,325,53,3,2,61,21,130,1145,0,2,0,27,0,0,662,3,0,11,1,1059,1,49,0,17,2,1,0,1,1
Myo10,77,12,3,0,327,0,107,2,796,381,443,341,1591,11,45,625,3596,6968,1865,20,13,0,2,103,0,9,1619,588,473,42,31,0,0,16,7,43,967,245,0,67
Myo16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0
Myo18a,704,0,0,1,0,0,2,0,7,1,3,0,37,21,74,156,479,0,0,1,2,0,1,2,1,2,1,0,8,4,38,3,8,4,57,4,1,1,0,1
Myo19,0,399,568,0,78,0,63,9,13,82,28,9,64,155,2,52,377,90,1,36,2,0,14,392,3,23,17,17,4,8,8,89,21,3,23,19,0,488,0,21
Myocd,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Myoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Myod1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0
Myof,2253,2,2,0,0,2,2231,1,10,318,42,819,1689,88,48,1542,3111,725,1375,159,1311,39,83,628,326,335,4205,22,216,584,157,3,114,41,326,496,773,228,5,450
Myog,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,3,1,3,0,1,2,0,3,2,1,3,1,0,0,1,3,0,0,1,0,0,0
Myom1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0
Myom2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Myot,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Myoz1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Myoz2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mypn,0,0,0,0,0,0,50,0,0,0,0,0,0,0,24,1,0,0,3,0,0,1,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1,1,1
Mypop,0,1,1,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,2,0,5,1,1,3,0,1,8,3,0,1,0,0,0,0,1,2,0,1
Myrf,8,1,0,1,1,0,2,0,4,38,2,2,277,40,0,2,4,2,7,2,6,0,2,3,1,0,1,5,0,5,4,1,0,1,1,1,0,1,2,1
Myrip,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,3,2,3,0,1,1,1,0,4,0,0,2,0,0,1,0,0,1,1,0
Myt1l,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Myt1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,1,0,1,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Myzap,0,0,0,1,0,0,0,0,0,0,0,57,0,0,10,0,3,0,1,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,23
Mzb1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Mzf1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,1,2,0,0,0,0,1,0,1,0,0,347,2,0,0,0,0,0,0,0,3388
Mzt2b,16,12,5,4542,0,0,970,13,2,29,86,8,0,153,4,268,0,0,0,5,51,0,1,0,1,0,2,368,1,5,86,0,1055,855,4,268,0,14,2614,35
N4bp2l1,2,3,8,4,1,2,5,13,7,202,46,11,13,5,9,2,87,0,3,4,15,9,7,19,0,3,5,1,7,27,35,3,2,7,6,0,1,3,459,23
N4bp2l2,133,925,32,0,17,30,81,0,705,545,714,393,525,405,37,599,102,24,0,381,534,1,5,651,18,0,532,444,37,11,4253,256,1207,2901,130,42,390,105,5200,277
N4bp3,7,0,1,6,6,1,4,3,0,0,0,0,0,1,0,1,0,0,1,5,2,0,2,2,1,1,2,2,0,0,0,1,0,0,0,0,0,2,0,0
N5,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N6amt1,119,3784,28,0,0,0,87,0,102,427,620,477,4,38,38,93,35,0,0,0,15,0,0,11,0,1,0,0,11,1,2718,29,2,0,17,4,35,13,0,10
N6amt2,349,4059,0,0,402,0,0,0,639,30,528,0,0,1,40,2,2,3,1,0,0,0,0,1264,0,2,0,10,0,19,1097,1,2,2,161,0,5,0,0,2
NMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naa10,0,986,0,0,0,0,80,0,2,13,31,123,1,5,27,2,10,4,0,0,1,0,2,0,0,0,7,11,1,0,1,0,0,0,269,0,0,0,0,4
Naa11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Naa15,2599,13,27,680,1258,79,2269,0,1792,1968,1150,1769,992,923,392,2700,2684,248,103,1,1115,255,103,1032,1,151,3455,1740,1351,3198,1667,63,303,202,3925,752,1450,5135,0,1120
Naa20,437,5,0,0,18,0,4,173,32,55,389,413,417,273,197,656,42,42,4,10,193,15,0,224,1,4,2385,2319,50,30,57,2295,10,7,218,26,3175,20,848,2027
Naa25,4,0,0,0,1385,0,49,65,8,346,104,99,206,516,0,681,1447,1,18,86,31,0,1,118,2,0,5,3,0,1,40,5,1,4,34,0,7,0,0,3
Naa30,256,0,12,1,0,0,1,11,1,403,73,110,132,198,40,149,507,970,339,0,14,0,4,313,0,75,490,17,2,195,222,0,4,0,34,88,2,200,1,8
Naa35,5,20,1746,2302,781,443,1039,7,265,638,72,233,527,385,114,1090,1591,0,9,3100,959,4802,1,13,2340,1,510,908,278,132,335,1,39,1884,235,93,10,8,5,1395
Naa38,2022,4186,5,25871,2796,90,2290,4,2805,635,2527,3846,1066,679,36,567,5554,14,21,2081,2176,1687,1,2793,1439,6,604,2283,15,4850,922,2424,1006,1006,2304,665,21,14,3,1900
Naa40,0,0,0,0,0,0,0,0,0,46,58,4,140,51,24,0,0,0,0,0,12,3,4,8,0,0,8,13,178,4,1,0,3,0,0,12,1,0,0,0
Naa50,76,83,2192,0,4,0,237,166,16,580,97,1306,107,1151,9,468,9,6,91,2,459,20,2,122,10,11,6,6,28,1207,213,18,199,0,138,18,206,10,9,9
Naa60,65,660,0,0,2,0,8,0,1,108,8,13,1103,53,3,45,47,12,0,510,4,0,7,6,0,0,9,0,0,0,5,923,8,10,27,25,0,5,2,4
Naaa,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,21,1,0,2,0,0,0,0,0,0
Naalad2,0,0,0,0,0,0,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,7,0,0,0,0
Naaladl1,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Nab1,1914,20,18,1,18,0,37,0,9,79,412,537,527,214,37,70,157,59,0,25,9,0,690,43,2,2,82,1859,745,233,2179,357,40,5,713,274,796,370,0,674
Nab2,1,0,1,0,0,0,0,0,0,0,33,1,4,0,36,135,5,0,3,0,0,1,0,1,1,0,0,1,8,5,2,2,0,0,30,139,0,0,0,0
Nabp1,15,0,0,37,939,1,1,1,492,63,1,223,120,315,121,130,40,0,513,0,0,267,0,7,0,10,75,10,0,1,51,0,150,0,29,0,0,0,1,281
Nabp2,90,31,264,225,1073,8,48,35,1072,965,263,347,1608,2159,5,612,570,76,672,11,44,22,12,1,10,2,2,27,35,3,38,17,404,95,21,55,20,16,1,3
Nacad,0,0,531,0,0,0,1,0,0,0,1,0,0,0,5,0,0,1,0,1,0,0,0,0,0,1,2,2,0,0,0,1,1,0,1,0,0,0,0,1
Naca,18552,8499,9750,2205,17500,683,6365,13791,5499,5366,8628,19602,8995,6087,924,8878,17414,4694,2604,11976,5035,27,114,5678,1943,225,2210,923,5435,12383,3746,5162,5611,407,1425,2610,3657,3460,7055,1945
Nacc1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,1,1,0,1,0,0,1991,0,2,0,1,1,1,1,1
Nacc2,3,0,0,0,0,0,13,0,0,3,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nadk2,168,0,0,101,0,0,0,1,1,84,20,32,6,2,132,18,102,2,0,1,23,4,1,4,103,1,0,0,0,3,1,0,8,1,7,0,1,1,1,0
Nadk,186,3,20,0,1,0,0,2,29,59,17,7,12,103,55,109,544,0,2,5,15,9,0,4,10,183,19,2675,0,873,27,40,12,43,95,0,3,4186,0,2
Nadsyn1,1,0,0,0,0,0,0,0,3,0,224,0,0,1,0,0,0,0,55,0,22,1,0,0,18,0,0,0,0,0,0,0,0,0,959,0,1,0,0,0
Nae1,2655,2769,182,0,824,0,3915,1,1282,921,441,930,538,88,117,735,311,892,139,86,15,7,46,1253,573,12,330,121,186,111,118,88,82,0,1078,220,4,892,4,30
Naf1,74,10,1,0,1,4,1,0,979,56,14,289,0,0,111,2,15,428,104,1,9,12,2,1703,10,37,2,8,6,60,51,7,3,0,5,149,3,1,1,4
Naga,3,0,4,7,1,0,7,1,69,10,7,23,1,1,2,3,0,2,2,2,100,1,1,3,7,0,3,0,3,1,733,0,3,2,0,3,0,5,5,0
Nagk,0,0,0,0,0,15,1284,881,0,282,0,1,0,223,1,84,0,0,0,22,1069,0,1,30,0,0,0,1,115,0,1,0,0,4,6,1,0,9,0,0
Naglt1,13,0,0,0,0,0,1,0,0,0,0,1,0,0,21,2,0,0,5,0,25,0,1,1,0,3,12,3,3,0,1,1,4,0,0,0,1,0,0,0
Nagpa,0,0,0,42,0,53,7,1266,2,109,17,1,0,2,0,77,1,0,335,1,2,0,2,1,670,1,1,1,0,0,3,1,18,1,80,256,1,1,0,0
Nags,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Nalcn,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nampt,48,78,6,3,14,0,125,0,1104,138,19,479,27,323,48,123,1119,0,4,1,60,1,0,2,1,12,39,1,1034,15,6,13,129,137,313,88,0,2009,0,75
Nanog,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanos2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nanos3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nanp,119,0,0,4,0,0,1,130,37,0,1,0,7,1,0,3,1284,0,0,0,165,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,0
Nans,643,4202,537,1,6401,0,2645,6,267,1904,1181,384,1000,806,151,2235,5441,20,2269,7,311,6,16,549,568,740,1652,2102,1422,2249,469,79,611,55,189,670,11,99,4,96
Nap1l1,10159,3381,2378,39,2859,761,4460,1077,4353,4188,2568,5110,4742,3236,461,4664,11609,2734,7341,85,7959,5781,2386,2648,716,4874,4834,9156,1694,4137,7960,11732,1916,3876,5235,1717,14508,2010,564,6878
Nap1l2,3,8,3,242,0,0,24,0,0,14,39,2,7,1,13,0,17,0,590,0,429,0,0,0,0,0,407,42,8,1,3,0,35,0,0,0,0,1,0,47
Nap1l3,0,0,21,7,0,0,0,0,780,110,9,87,9,2,7,1,0,0,0,0,115,0,0,0,0,1,0,0,0,0,0,0,1,0,26,0,0,0,0,0
Nap1l4,3410,4,9,0,121,48,34,10,401,891,579,1004,1140,1599,95,767,2796,41,581,53,1621,11,3,914,19,257,48,41,14,15,1652,7162,2443,33,617,15,18,7,3,109
Nap1l5,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Napa,184,12,2645,1,2451,0,5,42,78,211,87,77,761,11,12,302,801,3,1,0,861,2355,2,947,1619,2,2,6,27,1328,525,868,61,1,3,770,3,16,2,1
Napb,0,1,0,4688,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Napepld,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,49,0,0,1,0,0
Napg,247,7,71,239,4,0,3,16,92,238,168,220,686,56,639,329,3197,0,1,85,33,1614,7,71,1,1,609,2,0,269,902,170,4,7,7,439,96,41,0,9
Naprt1,0,1,0,0,0,0,0,0,4,18,24,594,36,4,1,0,0,0,0,0,0,0,0,1,0,11,1,1,18,0,75,0,0,0,0,0,0,0,0,0
Napsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Narfl,2298,0,0,0,45,67,617,0,695,148,420,530,147,14,0,3,1407,6,3,0,0,0,0,0,12,0,1,2,0,36,31,0,13,0,149,77,0,0,0,0
Narf,4,0,0,0,1606,1,0,0,23,65,187,29,3,4,42,728,32,8,0,1,0,0,0,20,4,0,40,7,1,2,16,287,7,25,11,10,1,1,2,0
Nars2,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nars,2060,1496,27,9,6646,370,1605,735,535,847,1512,1692,2286,1429,269,2023,2619,1669,98,449,1643,0,606,962,44,12,1842,1752,558,1044,507,296,2246,83,810,2522,1768,923,5,7163
Nasp,1522,95,13960,0,0,373,641,2717,120,488,929,2344,918,890,119,4570,4167,2133,0,2878,13,2457,126,2513,205,0,4770,3383,5165,409,18,66,469,9,2599,850,2885,335,1,2393
Nat1,0,0,0,0,0,0,7,0,0,5,13,0,0,0,54,26,0,0,0,0,3,0,2,1,0,0,0,5,0,0,0,4686,0,2,5,3,0,0,0,5
Nat2,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
Nat3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nat8b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Nat8l,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,15,0,1,0,1,1,0,0,0,1,0,0,1,0,1,3
Nat8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
