symbol,NGF-1-1,NGF-1-2,NGF-1-3,NGF-1-4,NGF-2-1,NGF-2-2,NGF-2-3,NGF-2-4,NGF-3-1,NGF-3-2,NGF-3-3,NGF-3-4,NGF-C-1,NGF-C-2,NGF-C-3,NGF-1-5,NGF-1-6,NGF-1-7,NGF-2-5,NGF-2-6,NGF-2-7,NGF-3-5,NGF-3-6,NGF-3-7,NGF-7-1,NGF-7-2,NGF-7-3,NGF-C-4,NGF-C-5,NGF-C-6,NGF-1-10,NGF-1-8,NGF-1-9,NGF-2-10,NGF-2-8,NGF-2-9,NGF-3-10,NGF-3-8,NGF-3-9,NGF-7-4,NGF-7-5,NGF-7-6,NGF-C-7,NGF-C-8,NGF-C-9,NGF-1-11,NGF-1-12,NGF-1-13,NGF-1-14,NGF-1-15,NGF-2-11,NGF-2-12,NGF-2-13,NGF-2-14,NGF-2-15,NGF-3-11,NGF-3-12,NGF-3-13,NGF-3-14,NGF-3-15,NGF-C-10,NGF-C-11,NGF-C-12,NGF-C-13,NGF-C-14,NGF-C-15
C4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C4bpa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4bpb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4b,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
C5ar1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5ar2,181,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,53,1,2,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,176,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0
C8a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8g,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
C9,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB741658,2,1,0,1,3,1,0,3,1,2,2,1,0,0,1,1,0,5,0,5,0,3,2,1,0,1,0,1,1,2,357,2,0,0,1,0,0,0,1,0,2,4,2,0,0,0,3,0,1,4,7,0,0,1,2,0,1,0,4,0,1,0,0,0,2,1
Caap1,0,0,0,18,12,127,25,0,99,64,14,14,17,382,59,9,14,0,0,1,0,5,1,26,244,12,3,603,99,0,57,1692,0,0,342,623,2,1,0,34,1,47,30,635,79,161,7,0,47,38,385,129,0,576,0,634,1,0,1,13,274,0,2,553,0,95
Cab39l,8,0,0,386,154,691,269,78,506,205,90,93,196,716,195,1,134,0,329,412,868,204,0,1094,130,8,5,448,5,673,107,68,6,337,141,821,22,1628,0,0,0,43,3154,812,275,344,183,0,57,84,53,170,66,1109,306,312,15,80,113,117,165,12,71,2529,0,1059
Cab39,3,14,193,125,1588,1694,1189,342,1616,337,52,105,223,1472,418,915,4455,72,558,101,2188,54,848,51,440,79,92,827,430,2631,25,1442,545,2121,1680,1584,4664,972,3529,44,10,215,2955,2284,186,1686,122,13,4049,71,1615,1982,279,173,250,700,392,8,1595,5,2115,6,18,3084,2,1189
Cabin1,2,0,1,1,2,17,2,1,0,0,2,2,1,0,8,33,2,1,1,13,0,1,2,9,9,0,0,2,1,17,0,0,0,0,8,4,10,6,2,0,0,3,8,2,0,2,0,0,0,0,2,5,0,1,3,2,0,0,3,0,12,1,1,12,5,3
Cables1,0,0,2039,686,0,0,4,1,0,0,0,0,0,0,0,1044,0,0,0,0,2,0,0,1,59,0,2,682,0,0,0,89,0,0,16,344,0,0,7734,1,0,10,3,0,0,5,0,0,1,0,1024,7,21,0,1,424,1,0,0,0,50,0,0,13,0,13
Cabp1,1,0,1,0,89,0,71,104,1,0,1,0,0,1,88,2,0,1,0,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,4,1,1,2,0,2,1,4,6,2,1,2,1,7,1,3,0,1,10,2,6
Cabp4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Cabp5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabp7,0,0,0,1,0,3,1,0,1,2,3,0,1,0,1,2,0,1,2,8,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,4,2,1,6,1,2,0,2,1,5,0,1,0,3,1,2,3,1,3,3,3
Cabs1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabyr,0,0,0,0,1,12,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cacfd1,0,0,0,6,0,78,0,0,0,0,18,0,0,5,3,0,149,1,1,14,0,20,0,0,1,0,0,0,279,0,0,0,0,0,0,5,0,41,0,0,0,0,2,0,19,0,5,0,0,0,0,1,0,0,0,1,89,0,0,0,6,0,0,0,0,12
Cachd1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,0,185,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
Cacna1a,14,3,0,6,34,87,4,175,3,2,6,2,0,1,0,50,0,2,4,2,2,11,4,2,3,3,1,4,2062,2,0,3,330,0,16,28,1,134,3,0,0,4,10,2,0,4,2,3,1,91,12,5,2,6,3,3,2,1,2,293,13,1,2,58,2,104
Cacna1b,0,1,1,0,0,1,1,1,334,394,1,0,0,0,0,381,1,0,0,0,0,28,0,0,2,1,0,0,1,0,0,0,1,3,0,0,0,1,1,33,1,0,151,1,24,2,1,0,0,1,1,218,0,0,19,2,0,0,0,0,3,2,0,1,0,0
Cacna1c,2,103,133,42,2,3,8,11,3,1,26,1,1,0,1,0,4,0,1,0,0,0,0,3,13,2,0,3,3,8,0,0,0,7,0,0,2,0,1,10,1,0,1,0,2,9,55,63,120,3,17,254,3,4,7,1,6,32,4,2,7,66,0,6,35,24
Cacna1d,0,1,3,2,1,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,3,1,3,0,2,0,0,0,0,1,0,0,0,0,1,2,0
Cacna1e,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,0,2,2,0,0,0,2,0,0,0,2
Cacna1f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1004,1,1,0,0,0,0,0,1,4,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Cacna1g,0,0,0,2,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,4,3,2,1,1,2,2,0,0,2,1,2,1,1
Cacna1h,0,0,0,1,20,0,0,0,0,14,2,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,5,0,0,0,1,0,3,1,1,0,0,1,1,0,1,1,3
Cacna1i,0,0,0,2,0,1,0,0,4,2,1,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,2,1,0,3,1,1,1,0,2,0,5,1,2,2,1,1,0,2
Cacna1s,4,0,0,2,0,0,1,1,1,1,1,2,20,1,1,1,2,3,0,0,3,1,0,1,0,1,0,3,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,2,5,2,1,1,3,5,9,22,0,2,3,1,2
Cacna2d1,0,0,0,31,516,491,312,0,8,11,86,151,3,0,250,3051,0,3,0,229,122,213,558,355,235,9,13,0,0,0,0,70,0,0,10,0,587,0,0,6,3,2,304,814,503,1,1,0,2,2,885,9,62,3,11,1,418,0,530,79,203,0,2,25,0,0
Cacna2d2,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1349,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0
Cacna2d3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cacna2d4,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,3,0,0,0,1
Cacnb1,0,0,0,0,9,0,1,1,0,2,0,1,0,2,1,3,0,0,0,0,1,0,2,0,0,0,0,0,0,42,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,2,0,2,1,2,0,1,0,1,1,1,3,3,2,2,1,2,0,4,1
Cacnb2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cacnb3,1,0,4,43,72,72,101,75,0,25,6,4,3,803,20,17,59,225,6,5,18,36,124,71,12,2,5,131,162,162,66,36,174,0,10,6,13,9,1,2,0,4,32,14,22,32,14,1,80,3,15,113,19,2,1,221,0,10,80,1,30,2,11,10,3,161
Cacnb4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Cacng1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cacng2,1,2,0,3,2,1,2,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,1,0,0,4,0,0,1,0,0,1,0,0,2,0,0,0,0,1
Cacng3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cacng4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,3,1,0,0,0,0
Cacng5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cacng6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Cacng7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cacng8,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,2,0,1,0,0,1,0,1,1,4,0,0,4,2
Cactin,0,3,3,0,12,2,142,14,1,0,5,3,0,0,0,84,345,3,101,10,71,14,6,0,11,3,0,0,0,0,1,27,94,0,2,12,1,0,18,0,0,12,0,572,159,407,4,0,4,19,834,12,600,2,24,11,1,2,6,1,144,3,2,1,1,7
Cacul1,2,0,0,6080,1394,5633,336,13,3657,2398,918,1394,1142,2465,1341,1364,4,12,1,4212,1270,604,6076,4357,765,54,109,0,271,1154,882,4396,10726,1,5348,10121,7400,5093,7558,127,9,446,231,1831,639,12199,70,5,1877,1486,889,2232,1,782,3301,879,1020,362,2579,534,4319,56,394,2007,1412,2266
Cacybp,270,1960,482,7943,2291,9479,2395,7133,12205,2473,1124,2122,1367,1028,2363,4564,10961,1113,5876,4201,3910,399,3039,5258,948,136,72,11995,4354,5829,2821,15519,3790,4485,7302,7444,4485,5468,10580,302,25,504,9364,6799,2402,7156,4348,2,4290,5384,5299,3998,1951,4688,5983,2709,1139,3918,4990,5728,9122,1406,1054,7104,2703,6316
Cadm1,1,0,0,18,1504,939,763,0,4,337,4,46,31,13,93,5,0,0,1,0,1,145,2602,185,32,2,1,0,17,1263,0,1051,0,0,15,321,148,0,0,1,0,8,5090,2029,195,83,0,0,5,135,57,66,19,7,1485,42,273,47,1565,0,564,0,2,678,1021,467
Cadm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cadm3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cadm4,0,2,0,0,6,106,0,0,0,62,61,0,0,1,0,0,1,0,0,0,0,0,124,0,0,1,9,0,144,94,0,0,0,0,0,0,1,0,0,0,0,1,0,11,0,0,0,0,0,2,0,40,0,51,0,0,13,0,170,0,0,0,0,0,0,1
Cadps,0,0,0,0,5,13,1,0,1,6,19,35,1,6,1,34,3,0,3,8,2,0,0,4,0,0,0,3,34,0,1,907,4,0,2,1,0,2,0,23,3,0,1,1,0,0,1,1,1,6,8,1,2,3,1,2,1396,3,2,1,1,1,1,0,0,5
Cad,8,1,0,1,49,301,357,5,142,20,8,10,381,43,3,24,0,1,7,109,0,113,49,3,18,5,10,1,363,0,5,319,0,1,5,28,4,19,0,4,0,10,68,51,1,685,33,1,1,8,35,4,4,242,6,22,1,18,18,4,71,1,3,4,10,28
Cage1,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,8,0,0
Calb1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0
Calb2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Calca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Calcb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
Calcoco1,0,0,0,0,0,16,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,1,13,0,0,0,0,0,0,0,2,0,0,0,0
Calcrl,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,623,0,0,0,0,0,0,2,0,1,0,0,470,0,0,0,0,0,0,0,0,0,0
Calcr,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0
Cald1,1360,976,1089,2057,3889,12755,3191,11092,16481,7318,2950,7810,1133,7034,6470,15665,7210,204,5757,3266,2620,3640,11054,7179,1450,32,62,14672,2598,8185,7879,4719,15470,2393,7658,7352,9317,8505,1,341,16,141,17929,5143,4543,6173,2365,89,10796,2184,9028,4811,1442,3067,5227,8034,4791,12598,4841,7131,7074,635,865,4059,3641,8230
Calhm1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Calhm2,0,0,0,25,3,147,1,1,268,4,0,2,0,0,3,200,0,0,0,2583,0,68,51,1,9,2,3,0,226,13,0,26,3,0,3,15,72,0,572,0,0,3,48,101,0,0,0,11,0,13,2,1,4,5,70,998,6,20,1287,0,676,0,7,4,1,40
Calhm3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Calm1,603,12070,533,4970,3881,6914,7338,3374,9638,5900,1922,3775,1409,7353,3461,14190,7577,4869,8164,4059,11942,3304,16112,5515,4254,178,243,12077,5782,14335,14800,9222,17316,14933,5366,15930,5912,4728,8778,579,26,791,21520,13909,4094,6723,4378,41,1958,6233,3444,4188,8137,6567,4662,9827,2337,4397,5686,221,8087,2334,1483,7107,714,5455
Calm2,2005,481,1561,5829,4576,10386,10417,5666,15931,5107,2533,5644,3694,8418,2892,15919,5226,4279,13399,9343,14132,1471,4995,8357,2846,150,169,29979,23998,21510,20105,22806,43916,15800,15291,23085,1509,14526,14881,268,19,288,27687,20469,2237,12427,5073,632,3062,11910,9300,7806,3693,2867,7087,3197,1552,5918,12830,3955,9533,1218,2070,8221,2634,8689
Calm3,1,0,0,433,190,41,94,8,121,36,16,10,7,324,724,52,3,0,10,1925,6,2,26,3,367,8,2,0,43,26,20,4,861,4,2,2,3,36,0,22,2,13,13,15,4,49,2,0,15,114,4,129,4,1,304,6,1584,362,20,0,113,43,1,1349,1,3
Calml3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calml4,98,1841,0,1,0,0,0,0,32,4,0,3,0,0,0,0,0,432,0,0,0,0,0,0,1,4,1,0,0,0,95,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,1,0,0,0,0,0,2,0,3,1,22,101,0,40,0,4
Caln1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Calr3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calr,509,81,135,4363,15674,12777,4781,7032,6548,3979,4269,8397,1599,57979,2636,11901,426,2848,7991,11526,2840,3828,18256,8670,5436,143,227,1341,7238,3279,1857,3020,2881,1,6819,4713,26927,2640,13182,406,45,556,19494,7832,3089,4920,643,99,217,6477,11115,2488,3950,6078,3513,4914,3660,4346,2585,580,8720,290,101,6058,3094,3894
Calu,1709,472,147,4178,3498,6714,7236,2305,1350,2244,1698,781,3013,4098,2126,5471,916,103,5136,4934,313,558,6847,806,1152,72,133,16,14946,5016,3679,4539,7477,0,6772,11119,1274,1609,151,80,3,200,9643,3829,2383,5315,9,3779,577,3945,4542,4562,5175,3815,2768,416,273,997,3089,40,5255,1061,401,923,80,3744
Caly,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camk1d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,156,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Camk1g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camk1,30,0,0,0,534,17,222,19,202,3,34,1,287,11,3,99,23,1,1421,11,1,1,646,0,114,10,8,35,43,0,1,0,3,0,1,4,2,682,2134,0,0,5,713,88,42,7,416,0,3,4,23,514,1,495,2,19,3,0,5,4,553,0,0,811,1,12
Camk2a,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8
Camk2b,1,6,1,4,2,5,1,10,5,36,2,4,1,2,1,1,2,3,4,4,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,2,0,0,0,0,1,0,3,1,2,5,5,7,0,3,2,4,4,0,2,7,2,3,0,0,9,2,5
Camk2d,0,0,0,147,95,39,0,1162,0,10,0,0,21,158,0,0,0,1,0,1633,0,136,96,177,308,1,3,2,39,0,1,16,0,0,34,1064,16,0,0,10,0,3,0,0,93,641,2,0,0,1,7,65,0,0,0,3,0,0,0,0,17,613,0,159,0,0
Camk2g,0,0,0,0,0,0,0,1,0,0,0,2,0,9,0,0,0,0,0,3,0,0,8,0,3,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,2,0,0
Camk2n1,0,0,0,82,395,204,0,181,390,47,430,36,47,102,208,307,0,47,231,3,322,81,1194,673,534,6,7,210,78,16,44,133,6,0,169,14,182,885,22,14,1,31,615,336,0,321,262,2,0,39,70,170,176,213,0,154,87,44,5,24,160,0,52,781,0,155
Camk2n2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Camk4,0,1,0,0,40,18,0,0,4,0,8,0,631,1468,547,16,1,0,2388,66,8,189,197,0,280,3,0,0,0,0,0,7,0,2,6,0,6096,0,0,20,5,1,3,709,276,0,1484,0,0,0,0,222,0,0,0,278,0,0,0,2,2,1,1,0,0,0
Camkk1,38,7315,7,0,1,450,2,4,259,367,147,4,0,6,1,0,0,55,165,44,1,2,1,0,8,1,2,308,1,0,1,4,1,0,1,517,0,0,0,0,0,2,724,32,0,1,0,0,0,17,15,1,0,6,61,2,4,0,7,0,121,1,0,12,138,16
Camkk2,0,0,0,0,2,9,178,4,0,0,0,701,54,1,1,66,7,0,0,1,0,0,0,0,126,0,8,224,0,321,2,0,0,0,0,942,1,1,0,0,0,7,0,0,0,32,1,0,1,5,608,0,0,0,1,2,0,0,11,1,176,0,0,192,0,30
