symbol,NGF-1-1,NGF-1-2,NGF-1-3,NGF-1-4,NGF-2-1,NGF-2-2,NGF-2-3,NGF-2-4,NGF-3-1,NGF-3-2,NGF-3-3,NGF-3-4,NGF-C-1,NGF-C-2,NGF-C-3,NGF-1-5,NGF-1-6,NGF-1-7,NGF-2-5,NGF-2-6,NGF-2-7,NGF-3-5,NGF-3-6,NGF-3-7,NGF-7-1,NGF-7-2,NGF-7-3,NGF-C-4,NGF-C-5,NGF-C-6,NGF-1-10,NGF-1-8,NGF-1-9,NGF-2-10,NGF-2-8,NGF-2-9,NGF-3-10,NGF-3-8,NGF-3-9,NGF-7-4,NGF-7-5,NGF-7-6,NGF-C-7,NGF-C-8,NGF-C-9,NGF-1-11,NGF-1-12,NGF-1-13,NGF-1-14,NGF-1-15,NGF-2-11,NGF-2-12,NGF-2-13,NGF-2-14,NGF-2-15,NGF-3-11,NGF-3-12,NGF-3-13,NGF-3-14,NGF-3-15,NGF-C-10,NGF-C-11,NGF-C-12,NGF-C-13,NGF-C-14,NGF-C-15
Lsm14a,0,1051,5,4,581,479,1145,24,1900,825,315,183,2,985,38,3378,478,0,1220,697,1201,291,1265,591,413,100,87,8348,651,221,2540,2593,3422,48,5768,97,381,1815,2,38,25,204,897,86,797,3736,68,237,41,1043,819,927,4,494,3045,3717,412,3,124,69,1311,82,242,507,81,374
Lsp1,88,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0
Lsr,21,0,1066,0,217,1248,13,0,39,397,1,13,116,708,436,2017,0,0,212,96,1,138,205,3,251,10,15,0,102,188,3,46,4,0,21,5131,4,1,10,18,0,38,283,50,4,0,1,3,8,347,46,2292,61,3009,6,324,11,0,592,7,28,0,1,14,3,159
Lss,0,0,0,1,0,0,458,0,4,4,40,5,0,0,1,728,130,0,0,0,0,13,222,1,1,0,1,0,0,0,0,449,7,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7,0,0,2,2,0,1346,1,0,1,308,0,0
Lst1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
Lta4h,0,0,111,993,680,689,898,1063,854,393,148,284,7,124,230,5834,730,551,2490,349,67,204,505,1504,584,9,33,0,539,2264,53,2877,351,0,57,365,1183,3,0,40,7,72,2408,2115,192,1567,0,83,24,1321,2371,2862,9,1026,10,639,1060,2511,1124,2616,873,39,2,1055,5,911
Lta,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ltb4r2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,4,1,0,0,0,0,2,0,0,0,0,0
Ltb4r,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ltbp1,0,2,2,81,1426,1156,455,43,1169,478,182,448,283,3,213,2019,24,0,482,1426,2,407,1051,95,337,44,24,0,20,1436,862,6,4,1,5081,4616,1752,43,2,6,7,2,2164,162,1163,0,10,1,224,607,110,193,9,311,9,163,495,1,456,2,303,2,0,87,1,1011
Ltbp2,11,2,2,1230,1652,1066,1970,1900,897,656,426,112,152,594,440,3860,67,3,2733,2938,122,600,3614,1016,370,20,27,1254,659,2116,664,216,10,0,771,5964,811,37,0,4,1,50,4418,157,190,3,303,0,439,1238,99,299,7,2366,66,205,137,250,105,1,892,179,6,235,4,55
Ltbp3,188,3,2,2,1162,146,204,197,977,226,15,229,277,42,540,649,2,7,169,909,23,296,718,1010,1752,57,99,15,35,12,75,15,10,0,121,101,3980,154,112,93,6,181,10,134,463,3177,1,1,50,34,106,1448,62,8,10,52,316,294,476,12,359,145,81,58,7,158
Ltbp4,0,1,0,0,2,3,2,7,0,0,0,52,0,0,90,14,0,3,17,1,1,0,1,0,1,0,0,2,4,0,1,1,0,0,56,1,1,1,0,0,0,1,0,0,0,2,0,0,1,1,6,3,2,2,7,2,3,2,1,181,5,4,0,1,0,2
Ltbr,81,1,1,698,721,1212,749,82,1255,286,1726,1956,3228,484,1928,2836,184,268,1833,288,328,480,704,665,568,5,47,4220,1358,50,3,1041,15,0,2402,50,1019,32,6064,21,1,59,483,1394,44,773,82,0,484,4,223,419,73,1361,88,88,30,67,696,35,1989,256,569,1095,7,560
Ltb,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,1,1,0,0,2,0,0,0,2,2,1
Ltc4s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ltf,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ltk,0,0,0,0,9,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,37,0,1,0,0,0,0,0,0,0,0,0,0,77,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,3,0,0,1,0
Ltn1,8,0,0,0,604,727,48,8,0,92,83,0,6,0,107,79,0,14,258,474,5,405,370,1,285,15,18,5,250,0,2,565,0,0,2525,1225,4256,0,1,24,7,12,32,383,5,751,2,4,0,182,403,598,24,111,517,203,163,0,92,1,458,0,0,28,0,684
Ltv1,19,1800,12,854,362,745,531,85,688,77,163,1024,36,218,246,1402,17,1,2956,56,8,446,1241,1178,409,66,31,1031,240,3377,615,1406,231,0,93,3443,784,1821,229,29,2,177,1344,805,616,889,410,1,77,1763,977,144,6,45,1681,476,550,12,29,1,1075,168,18,1240,0,34
Luc7l2,73,3,0,48,1700,2634,939,138,209,1116,244,206,1338,1368,354,256,732,755,548,299,214,527,6090,543,744,11,62,1592,1532,5,368,720,1697,0,2454,1842,359,1858,1,354,8,58,4288,2544,479,2204,1898,1,66,481,1466,511,6,220,17,58,115,24,515,4,1288,235,40,62,0,202
Luc7l3,229,2617,318,7852,3780,6198,4287,2287,1488,1557,800,2029,162,1009,519,4211,2373,528,4120,1663,2557,341,1417,282,937,53,102,34,1047,2411,780,611,9601,0,5205,3430,399,4391,6255,349,6,198,8230,377,2700,1524,211,11,2181,1189,480,2798,104,167,496,1208,1106,772,1034,3,2219,143,511,513,198,2503
Luc7l,448,27,0,121,349,2523,170,0,338,335,237,1512,56,816,505,1606,2736,7,4567,11,1,88,349,2,727,16,28,1255,1383,397,222,1,0,0,556,40,2112,6,77,172,2,160,0,1286,517,1925,0,0,24,67,586,162,55,408,3,23,27,2,92,1,1154,551,1,9,0,808
Lum,3658,971,27,0,0,273,21,0,577,0,0,0,0,0,1,0,0,0,0,0,1098,0,0,0,3,0,7,0,0,0,205,10,0,0,7,0,2,0,0,53,0,0,0,0,913,112,0,7,15,0,3,337,1,0,0,2,77,4208,12,1,3,7,0,2654,1,2
Lurap1l,0,0,0,8,43,265,46,0,4,6,0,3,0,0,32,0,17,23,0,0,1,0,21,0,0,0,1,13,33,137,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,1,0,0,0,0,28,1,0,15,0,2,0,1191,1,0,36,0,0,4,1,104
Lurap1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1529,0,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,1,1,0,0,1,0,3,1,0,1,5,0,0,0,14,0,0,0,0,1,0,0,0,0,1,0,0,0,3
Luzp1,2,0,1,19,921,2079,1326,30,622,1774,726,43,19,4,484,1026,314,2,6,1273,123,390,1211,62,304,23,28,3084,1156,1596,799,6258,1,3,4439,970,711,39,2,40,1,138,647,2412,579,2089,4,0,2384,5,134,1853,0,21,618,1,486,14,778,3,266,649,620,753,48,101
Lxn,0,3299,1,0,1146,2679,48,0,3988,1698,532,581,1465,651,1255,525,0,2,1047,1410,513,104,6,484,236,10,15,0,2417,302,5,1366,0,0,387,1420,343,1681,1,13,0,69,1013,2072,243,286,483,0,385,0,49,2660,352,34,155,4811,85,1,104,88,1180,1220,613,706,57,302
Ly6al,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ly6e,1,0,0,0,1,7,8,9,8,6,1,0,3,4,12,6,0,0,0,0,0,0,1,1,7,0,0,0,8,0,0,245,0,0,1,5,0,2,578,0,0,0,17,204,2,6,1,0,0,0,4,0,2,0,27,5,2,4,9,0,32,0,0,4,0,3
Ly6g5b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ly6g5c,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ly6g6c,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6g6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ly6g6e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6g6f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ly6h,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ly6i,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,2,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,9,0,0,0,0,0,0,0
Ly9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Ly49i2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly49i3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly49i4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly49i5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly49i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly49i9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly49s3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly49s4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly49s5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly49s6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ly49s7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly49si1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly49si2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly49si3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly86,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lyar,32,7,0,96,442,2040,346,1626,1055,118,134,200,9,860,434,862,0,20,365,5772,0,263,356,0,162,24,36,0,62,1,534,2284,0,0,1718,6950,4250,21,2,61,5,69,1769,958,16,1640,2110,0,0,219,65,442,1035,739,153,1455,67,111,108,263,1475,176,8,1393,0,2790
Lyc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lyg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyl1,1,0,1,0,0,5,6,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
Lynx1,0,0,0,0,4,6,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,0,0,0,1,0,0,108,0,1,0,1,0,4,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,386
Lyn,0,1,0,1,3,183,0,95,104,1,4,0,2,0,18,241,0,0,0,84,0,8,4,2,39,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,3,0,34,0,306,8,0,0,0,0,0,5,1,1,16,444,0,0,2,195,1,1,30,0,91
Lypd1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2
Lypd2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lypd3,0,0,0,0,6,11,0,0,85,0,8,0,0,0,78,0,0,0,0,39,0,3,18,0,13,6,2,79,0,0,0,1,0,0,20,0,0,33,0,1,0,3,0,18,2,79,38,0,0,10,1,11,0,0,0,0,42,0,18,1,54,11,26,56,0,0
Lypd4,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Lypd5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Lypd6b,0,0,0,0,544,81,0,0,1395,8,3,0,0,24,0,0,0,0,2,0,0,16,0,0,0,0,1,0,0,0,97,0,0,0,2,0,0,0,0,0,0,0,61,191,0,22,0,0,0,0,0,0,0,0,0,1,2,0,0,0,143,1,0,279,0,0
Lypd8,0,0,0,0,19,0,0,0,161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,0,15,0,0,0,0,0
Lypla1,5,0,183,2,1075,1809,97,518,405,366,81,199,178,662,128,469,307,599,3516,32,3966,288,148,557,249,49,23,823,339,1058,483,835,751,626,884,3461,27,98,71,73,9,147,2039,805,141,1576,32,0,104,309,532,165,551,216,83,1161,299,2234,514,28,1062,87,637,1091,39,1111
Lypla2,0,0,0,0,41,3,13,9,7,13,35,1,8,40,0,508,1,0,0,6,0,21,46,3,46,5,0,136,255,821,17,0,0,0,56,1,8,0,1,1,0,16,26,11,13,3,1,0,0,138,20,560,49,3,4,6,0,0,984,0,93,0,166,604,0,69
Lyplal1,0,0,0,0,0,14,360,0,0,0,3,0,0,0,0,0,32,0,0,0,0,0,0,0,8,1,3,0,0,0,0,0,0,0,1,0,0,0,17,5,0,5,0,6,0,140,0,0,0,1,0,71,1,0,0,0,64,0,0,0,20,3,22,1,0,93
Lyrm1,0,0,0,0,7,2,20,20,36,0,5,0,20,1184,11,0,0,0,0,26,3,0,2,0,28,9,0,0,0,0,4,0,0,0,827,0,29,0,0,0,1,22,180,0,2,2,3,0,0,0,1,2,2,0,1,36,0,0,3,0,177,0,4,8,0,7
Lyrm2,0,1,0,258,702,352,584,52,1284,232,221,733,241,56,508,532,1,699,49,1252,462,67,484,361,533,20,14,3,1914,3764,245,163,11838,4806,1297,28,144,1073,1,231,4,101,213,4584,328,3569,2,33,772,10,982,1052,6,2944,921,1025,17,37,261,21,478,221,40,1808,1,1114
Lyrm7,0,0,0,0,0,1,0,0,1,0,2,1,0,121,29,1,1,0,2,1,40,17,0,0,0,0,1,0,0,14,0,13,0,0,1,0,0,0,0,0,0,3,20,0,0,480,1006,0,1,2,0,1,0,2,0,1,0,0,2,0,0,5,0,0,0,0
Lyrm9,0,0,0,43,1,50,0,142,1,82,9,0,1,1,266,36,3,349,0,5,0,73,105,0,34,0,0,10,0,23,0,81,0,0,0,10,0,0,0,0,0,1,1,0,10,0,0,3,0,1,770,0,2,56,2,0,10,1,1,0,311,0,0,2,2,6
Lysmd1,40,24,17,12,1707,12,21,21,24,28,81,23,20,21,27,32,8,17,4,1,8,0,4,8,0,1,1,12,6,10,6,0,1,5,0,1,3,0,5,0,0,0,6,0,0,16,17,10,20,15,22,8,21,18,17,12,9,23,19,22,13,3,12,13,22,11
Lysmd2,31,8,429,2011,435,440,376,134,1389,171,243,97,211,305,518,2477,108,0,1679,141,513,52,496,2669,315,43,21,955,876,1262,1268,1676,407,0,974,179,1056,1125,3,70,3,71,654,309,228,527,1,0,344,351,448,441,167,1072,264,1204,149,50,346,2,1580,67,30,1296,3,243
Lysmd3,0,0,0,0,313,4,93,0,83,0,64,2,17,4,297,0,0,0,1056,1095,0,0,1,2981,219,14,0,0,0,0,25,336,0,0,206,0,0,0,0,0,0,129,1635,0,24,49,0,0,0,6,3,0,0,1,1,1,0,0,1,249,318,62,43,798,0,3
Lyst,0,0,0,0,54,718,103,2,0,4,0,0,0,45,0,246,0,0,35,0,0,14,0,0,4,19,6,0,0,0,30,0,2,0,763,1,6706,1628,1,41,3,3,0,229,2,0,0,0,0,3,0,2,0,1,0,0,0,1,0,0,8,183,0,18,0,0
Lyve1,0,0,0,2,2,129,1,1,1,0,121,9,0,0,1,1,0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2
Lyz2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lyzl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyzl4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyzl6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lzic,7,1,0,0,2,550,2,0,1,17,17,54,1,174,3,849,0,0,22,0,0,1,1167,498,9,5,20,1,1,0,2976,24,0,0,113,1203,0,0,24,7,3,8,5,762,0,16,38,0,0,89,0,2,4,1144,8,0,8,0,0,0,2,0,1,0,7,2
Lztfl1,0,0,0,0,8,2,0,0,40,20,1,0,139,7,119,176,72,0,105,2,314,0,42,1,47,2,2,7,0,0,0,1032,0,0,112,0,0,108,2,0,1,30,32,0,0,5,5,0,0,25,0,210,5,1,0,0,31,66,0,0,36,0,22,55,0,210
Lztr1,0,0,0,84,49,371,63,1,168,15,228,3,0,13,0,26,275,1,6,0,4,8,16,0,90,0,2,0,0,421,2,49,0,0,19,0,10,1091,27,0,0,3,50,51,12,5,7,0,0,1,22,7,0,2,11,0,33,1,0,0,8,1,8,7,29,42
Lzts1,0,0,0,0,1,0,0,1,1,0,5,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,40,1,5,1,0,0,1,0,1,0,0,3,0,2
Lzts2,0,0,0,0,14,78,37,8,3,5,117,3,3,2,11,139,0,2,18,17,0,14,11,71,14,2,0,6,749,0,0,12,3,0,24,237,0,0,1179,16,0,2,22,58,146,17,1,1,461,1,3,3,1,3,2,0,2,5,12,1,52,1,41,193,2,247
Lzts3,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,2,0,0,0,0,0,2,0,2,1,0,1,0,0,1,2,0,1,0,0,0,1,0,0
M6pr,3,21,4,14,79,32,33,1,117,28,10,48,6,81,28,56,150,2,20,14,15,0,14,14,3,1,3,0,5,4,3,47,4,0,8,23,280,8,0,2,0,1,60,8,44,59,96,1,10,54,58,26,4,79,2,38,14,49,13,0,348,24,7,50,33,88
MAST1,0,0,0,0,1,36,9,0,0,0,0,0,0,0,10,1,0,0,0,1,2,0,0,0,1,0,0,1,12,0,0,10,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,1,6,1,0,1,0,0,0,6,0,1,0,0,1,0,2
MGC93861,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
