symbol,NGF2-1-5,NGF2-1-6,NGF2-1-7,NGF2-2-5,NGF2-2-6,NGF2-2-7,NGF2-3-5,NGF2-3-6,NGF2-3-7,NGF2-7-5,NGF2-7-6,NGF2-7-7,NGF2-C-5,NGF2-C-7,NGF2-1-1,NGF2-1-2,NGF2-1-3,NGF2-2-1,NGF2-2-2,NGF2-2-3,NGF2-3-1,NGF2-3-2,NGF2-3-3,NGF2-7-1,NGF2-7-2,NGF2-7-3,NGF2-C-1,NGF2-C-2,NGF2-C-3,NGF2-1-10,NGF2-1-8,NGF2-1-9,NGF2-2-10,NGF2-2-8,NGF2-2-9,NGF2-3-10,NGF2-3-8,NGF2-3-9,NGF2-7-10,NGF2-7-8,NGF2-7-9,NGF2-C-10,NGF2-C-8,NGF2-C-9,NGF2-1-14,NGF2-1-15,NGF2-1-4,NGF2-2-14,NGF2-2-15,NGF2-2-4,NGF2-3-14,NGF2-3-15,NGF2-3-4,NGF2-7-14,NGF2-7-15,NGF2-7-16,NGF2-7-4,NGF2-C-14,NGF2-C-15,NGF2-C-4,NGF2-1-11,NGF2-1-12,NGF2-1-13,NGF2-2-11,NGF2-2-12,NGF2-2-13,NGF2-3-11,NGF2-3-12,NGF2-3-13,NGF2-7-11,NGF2-7-12,NGF2-7-13,NGF2-C-11,NGF2-C-12,NGF2-C-13
Abhd11,0,41,489,0,0,0,137,0,28,0,1,0,0,0,3,1,0,1,1,13,585,1,167,25,49,103,747,0,0,0,447,0,6,30,32,1,0,140,56,57,180,0,0,1,51,4,1,1013,16,0,0,5,1,125,19,239,4,3,0,105,0,1,10,0,1,107,0,0,0,971,124,111,1,1,151
Abhd12b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhd12,3,3,197,7,0,48,0,147,62,27,13,92,0,0,1,0,0,0,587,1,0,1,5,451,109,1553,0,53,3,0,0,21,65,0,1260,33,17,2,48,162,18,0,0,0,0,0,0,157,0,0,0,3,0,8,3,2,1,7,11,0,0,134,2,0,0,31,22,1,1681,18,67,13,0,1,0
Abhd13,1,707,3,0,0,253,0,0,179,0,0,4,0,1,0,0,0,1,0,0,0,0,5,296,48,17,1270,28,0,0,0,0,0,24,4,1,784,3,4,226,10,28,638,17,242,0,0,575,0,0,1,1,0,49,856,268,1,40,17,3,0,0,0,1,0,0,9,1,0,199,1131,388,662,0,1397
Abhd14a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,12,7,0,1,0,0,0,3,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,2,19,0,0,0,10
Abhd14b,21,177,3,0,0,0,150,14,0,13,7,1,0,0,10,0,0,0,0,40,3712,1,1,63,89,11,0,22,0,0,33,131,88,0,53,394,18,1,155,35,382,1,0,0,0,49,3,132,0,0,0,63,0,204,30,81,83,0,0,0,0,9,0,0,0,0,353,2,107,131,20,37,0,1,0
Abhd15,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,1,2,73,0,1,1
Abhd16a,31,2,34,0,0,52,0,2,47,0,11,0,0,0,8,0,0,0,0,0,0,0,0,3,2,16,0,0,0,3139,1,0,1,1,117,7,12,2,2,19,1,2,5,0,1,16,1,4,0,0,2,1,0,164,0,8,2,3,0,0,0,0,0,1,0,2,0,2,0,2,26,11,0,0,16
Abhd16b,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhd17a,362,1480,496,0,0,1201,425,194,75,78,33,934,289,24,55,7,0,4,4,1981,418,4,117,534,280,103,6,90,300,304,87,14,762,114,30,849,109,112,121,318,1235,112,41,22,713,132,1590,1357,9,1,7,43,442,1222,47,423,111,350,9,2,11,0,99,1,14,78,53,93,8,325,714,284,3,2,53
Abhd17b,126,5,45,1,0,845,624,87,35,299,2,79,0,0,47,0,0,3,30,0,51,2,94,54,30,7,0,0,10,1,71,362,0,36,1831,3184,0,57,0,289,99,0,16,2,3,157,0,20,0,0,154,115,0,1196,8,7,5,723,0,25,0,0,1,0,24,0,1183,2,0,570,22,132,0,0,6
Abhd17c,119,14,26,2,0,0,2,0,535,0,663,1183,0,1,26,0,4,1,0,0,0,0,2,215,68,9,0,0,1102,0,207,0,126,537,525,83,17,7,555,1713,1334,4,0,9,2094,360,539,844,20,0,0,20,0,42,409,808,1,405,0,17,1,1353,2,0,249,1385,10,0,0,453,1743,682,0,0,0
Abi1,1630,1026,853,0,551,1166,3166,155,179,99,604,2,555,43,0,0,1,56,2,45,5,0,1061,197,176,95,0,3,1,34,26,3201,185,116,5833,1571,24,894,53,479,2656,0,4,885,1347,0,503,880,1397,18,826,718,0,292,87,51,49,1685,261,11,0,362,207,15,0,454,8146,44,3336,625,363,1163,0,210,1
Abi2,768,5,42,0,0,43,0,35,36,9,11,425,3,5,267,1,0,0,0,1,1,0,0,226,129,26,35,1,2,8,12,1372,4411,27,43,632,3,222,3202,748,821,12328,2,277,2,5,1,15,0,2,2,163,2,117,106,883,4,17,10,629,1,7,245,1,306,3048,17,1,7,2322,438,229,74,429,194
Abi3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Abl1,4,0,2,1,0,3,0,1,0,1,1,0,15,1,0,1,0,0,0,0,1,0,0,3,5,6,0,0,1,0,0,20,0,0,2,0,2,0,3,6,18,1,1,4,0,11,0,5,1,1,0,26,0,1,2,8,0,1,0,0,0,0,0,2,1,0,0,0,0,1,2,0,1,0,0
Abl2,0,1,13,0,0,0,1,0,4,2,0,1,0,0,0,0,0,3,1,16,15,2,38,49,13,23,1,26,2,1,11,0,0,2,0,0,1,3,0,0,0,0,2,1,0,0,3,0,0,0,2,0,1,0,6,0,3,1,1,1,4,1,0,2,0,0,0,0,0,353,2,0,0,2,1
Ablim2,0,0,162,1,0,0,0,0,0,2,3,0,69,0,0,0,0,0,0,0,397,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0
Ablim3,0,60,4,0,4,0,0,1655,3,0,2,1,0,0,0,1,0,0,0,0,0,0,2,2,10,1,0,0,0,1,0,0,0,3,0,43,0,1,0,0,426,10,0,1,0,0,0,8,0,2,0,1,0,0,0,1,7,0,0,2,0,13,0,0,0,0,2,0,8,2,1,0,0,7,0
Abo2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Abo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abracl,2181,5886,1104,73,1,2406,9934,5615,4842,594,1628,2902,152,50,15,120,1,943,889,8559,35,16022,2215,1909,1595,2534,29,542,4921,359,5215,293,1340,894,1832,516,3609,102,113,3038,1896,385,2244,18,317,1857,9925,2857,378,4,1,1595,15,5197,5893,7409,452,6065,5637,3158,2,2730,5273,171,3646,5491,1087,59,4811,4013,2083,3992,73,479,883
Abra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Abr,1131,56,60,0,0,574,69,42,720,14,4,162,0,0,9,0,1,23,77,1,132,1,3351,122,86,76,0,16,28,0,38,5,634,5,65,88,76,0,109,691,552,2,0,17,1277,421,6,387,2644,1,10,115,1,47,138,4,351,192,122,5,0,23,46,5468,2004,0,2705,15,2,62,170,451,0,0,0
Abt1,487,21,17,0,6,112,185,9,0,35,115,324,8,0,0,0,0,110,13,10,0,0,289,1117,51,1520,0,546,392,768,156,0,308,100,251,2170,1399,284,2761,484,586,0,79,7,32,385,50,26,32,0,0,98,106,1667,8,163,1,850,0,62,0,0,2,0,0,370,0,11125,1625,593,213,393,5,238,4
Abtb1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,0,0,438,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,25,0,5,0,0,1571
Abtb2,74,8,0,1,0,0,0,0,0,1,0,0,1,66,1,0,2,0,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,5,0,0,0,0,0,17,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,2,0,2,0
Ac1576,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,45,13,2,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0
Acaa1a,918,5,2056,0,0,536,1270,1222,658,71,59,144,58,463,413,0,0,1,0,20,2,1,2371,1540,928,141,43,65,2,318,1294,646,16,722,288,455,84,1235,114,778,1579,1841,71,7,110,577,166,865,121,1,0,484,126,247,24,792,179,69,0,24,0,1,16,0,0,42,0,273,10121,583,860,3471,0,176,0
Acaa1b,1,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,23,0,0,0,0,1,27,2,0,1,0,135,1,30,1,8,131,0,3,0,0,0,1,3,0,0,0,0,3,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,73,1,0,74,0,765,0
Acaa2,0,0,272,0,0,159,0,595,0,29,1022,122,0,0,7,0,0,1,0,114,0,0,19,435,24,9,0,0,1,640,14,94,0,483,548,481,141,0,55,135,848,0,3,76,9,0,18,38,40,0,3,79,1,281,45,30,0,57,0,7,0,1,9,0,13,0,0,0,0,68,0,149,0,0,2
Acaca,1,1,31,0,1,3,1,0,1,0,538,0,0,2,2,1,0,0,1,0,0,0,25,9,225,2,0,0,30,1,1,36,3353,0,3,1,0,3,0,2,1,0,0,0,0,0,0,1,30,0,0,4,0,5,6,1,0,3,0,1468,2,1,0,0,1,2,25,0,0,0,1,17,0,6,1
Acacb,18,63,24,19,5,6,6,6,9,34,1,45,164,122,35,9,9,10,27,16,39,12,16,3,14,7,13,11,14,11,4,20,21,6,6,7,30,22,3,3,3,13,13,17,34,24,26,4,6,7,17,8,15,2,13,7,46,4,7,9,21,20,25,28,7,41,22,23,17,4,8,1,22,44,26
Acad9,0,31,968,1,0,1291,78,2301,72,1148,92,33,0,3,0,0,27,0,71,1,7,0,9,70,783,89,0,1939,282,0,13,296,10,56,149,126,42,5517,419,430,862,11,11,1548,19,4120,0,401,230,0,0,99,0,408,15,169,1,1143,101,0,0,263,1,0,111,35,0,1,0,305,81,903,0,34,39
Acad10,0,0,69,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,7,11,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,160,13,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0,1,0
Acad11,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,740,0,65,0,0,3,0,1,5,0,0,6,0,135,0,0,0,168,1,0,10,9,87,1,0,0,1,0,0,0,1,0,0,0,0,1,5,1,0,0,417,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,281
Acadl,6,9351,7430,4,1,10701,765,9464,9902,1615,3842,2228,10,1,49,1,0,6601,1,7,1931,132,687,1094,744,5131,1,540,1789,1446,344,4251,2528,6408,959,1330,174,7,4578,1564,3169,921,1886,5723,4483,913,2972,3189,2,1,0,2078,7,1335,43,3088,100,1860,698,4990,0,4739,52,0,393,2959,1,3,15,2566,2911,2246,0,1,132
Acadm,112,8,5,0,0,88,0,142,28,16,1,46,95,41,19,0,0,169,1,0,23,0,0,147,77,48,0,13,118,0,1,0,221,3,0,8,1,125,0,1237,40,0,438,0,0,306,46,470,29,0,6277,24,0,365,10,538,52,2,8,1,0,0,0,0,8,0,471,1,0,792,182,18,0,0,3
Acadsb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,55,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acads,0,12,4,0,0,0,1,140,8,0,0,81,0,0,0,0,0,0,0,1,0,0,0,28,81,46,0,0,0,0,0,1,0,0,0,0,0,2,0,55,1,0,0,0,1,4,1,180,16,0,0,0,0,7,0,68,2,0,0,0,0,0,1,1,0,0,0,1,0,36,23,99,0,0,1
Acadvl,210,16,80,0,0,75,0,1,0,8,4,0,0,0,0,0,20,9,12,0,0,0,7,69,7,9,0,0,49,0,1,15,0,0,348,0,545,3,3,97,89,0,6,0,6,126,5,13,0,0,0,37,0,63,1,26,48,972,0,0,0,0,180,0,0,1,0,0,0,0,31,20,0,0,7
Acan,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0
Acap1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0,1,0,1,0,4,0,36,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,4,1,0,2
Acap2,0,1360,1878,0,0,43,0,0,822,14,0,328,0,0,2718,0,1,596,0,1,0,0,16,981,639,44,0,2,63,29,2,0,2,1,648,5,9,6,1733,605,762,10144,0,51,0,11,1,1297,1,0,2011,52,42,10,0,0,0,175,0,0,1,3,4,1,2621,1,0,335,1,575,2,32,0,0,5
Acap3,17,5,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,41,2,1,4,0,0,0,2,2,15,0,0,13,2,0,0,4,0,1,2,0,2,0,6,1,3,1,0,0,101,0,1,7,0,3,0,0,0,0,99,0,1,1,0,0,0,5,7,2,0,1,16,2
Acat1,0,11,67,1,0,1,12,0,41,4,1,23,7,9,0,0,0,1,1,0,0,47,3676,79,129,256,0,0,1,2,3,84,0,0,86,31,1,0,34,488,2004,0,0,254,3,44,0,1008,151,0,9,19,1,393,4,51,673,257,1,1,0,14,4,34,3,13,3,2,39,654,238,574,1,1,192
Acat2,3,0,5,0,1,168,5,0,1,2,33,14,7,1,67,0,0,1108,41,1,1,0,1,167,2,79,0,0,58,0,713,1,1,1,173,10,36,0,7,51,17,6,1,1,3,7,8,111,10,0,2,28,0,9,8,7,0,10,3,3,0,1,212,16,1043,63,2,4,5,9,9,56,15,30,35
Acbd3,584,569,593,97,1,1039,802,8,1421,35,77,533,83,5,5,1223,1,15,1244,111,1,40,2283,600,298,100,0,6,1150,0,143,5,867,1094,2371,1247,2554,363,43,697,1381,207,1,0,14,812,17,976,420,1,1,4,4,994,654,3511,39,834,87,3,1,26,9,2,13,2233,68,0,17,1966,949,179,1,3,12
Acbd4,5,0,1167,0,0,0,0,0,0,2,0,0,0,0,0,0,0,43,0,0,0,0,0,231,102,1,33,3,0,2,0,0,0,1,0,53,1068,54,0,0,0,1,1,1,0,0,1632,41,113,1,1,1,0,2,0,0,79,55,1176,0,0,2,0,0,0,664,0,1,42,3,29,0,0,1,1
Acbd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0
Acbd6,238,2299,3200,1,0,1012,121,276,226,50,5,800,647,0,0,18651,2,310,2,78,2,0,4504,430,232,812,0,0,487,297,10,227,37,558,90,12,143,139,105,789,585,379,78,0,0,8,1045,360,0,0,221,136,7,630,3,1,5889,65,145,4,1,115,1,2,0,193,152,1,16,517,235,1945,13,0,103
Acbd7,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Accsl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Accs,64,57,0,0,342,0,0,0,63,1,5,11,0,4,0,0,0,0,0,1,41,0,22,11,20,31,0,0,0,0,0,0,0,0,189,6,0,1,0,18,38,292,0,0,0,0,1,42,0,0,0,87,0,0,0,2,0,27,0,0,0,0,7,0,0,6,115,0,0,38,16,30,0,2,0
Acd,0,103,1345,0,0,0,0,2,1,17,3,423,0,0,13,0,0,0,0,3,5,0,1,6,17,1032,0,0,4,5,7,3,20,7,1161,4,1,7,1391,612,550,0,0,2,0,20,554,46,0,0,0,7,0,17,2,0,1,582,0,0,0,2156,0,0,10,192,15,0,0,3,23,168,0,0,147
Ace2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ace3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1
Acer1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,12,0,0,0,0,0,0,8,0,1,2,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0
Acer2,33,29,16,88,85,109,25,23,26,37,17,14,23,48,81,20,5,14,34,25,71,11,8,78,4,9,11,4,18,36,8,1,3,4,2,5,7,17,5,5,22,19,3,2,18,17,1,2,11,25,40,7,54,6,13,11,64,9,16,8,16,11,7,701,31,38,23,29,26,6,3,0,61,47,11
Ace,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,1,0,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0,2,1,0,0
Ache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Acin1,0,1,21,0,0,19,1,0,1,17,2,21,0,0,2,4,0,1,1111,9,216,2,1,266,248,427,1,62,1497,1,136,0,0,1,3,2,2,2,49,158,1315,2,1,0,1,0,0,68,18,2,0,2,0,425,456,13,16,46,0,2,0,0,14,0,0,1,1,17,0,262,147,220,1,0,5
Ackr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0
Ackr3,2033,8570,4,0,15,1,2054,2,14,146,390,6,667,119,0,11,1,2,0,0,0,11,432,139,51,6,4547,1423,0,8,239,5,7,1397,1281,0,300,7,387,5,42,1351,1136,1,0,0,1798,369,22,0,0,0,72,1332,67,599,0,8,532,3,0,0,407,174,548,324,1,1,224,62,484,119,61,152,997
Acly,136,9,234,0,0,1361,4,833,2063,60,678,38,0,0,1,27,2,123,3,93,1,10,155,927,954,2636,1,9,48,69,230,2,97,27,502,6,9,9,360,487,5135,105,545,93,841,51,24,2391,10,9,95,3637,4,159,18,2851,9,249,1,5,7,6,3,63,1020,1,1,34,297,1601,830,582,44,2,2409
Acmsd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acn9,0,0,0,0,0,0,0,144,10,0,0,0,0,0,0,0,0,0,0,0,0,4317,3,774,0,0,1,0,0,1,0,0,0,0,10,0,0,1,1108,7,172,0,0,0,0,14,1,0,0,0,0,0,0,37,382,1,0,1113,0,0,0,645,0,0,0,0,0,0,0,172,1,9,0,0,0
Acnat2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aco1,32,101,464,0,0,1700,243,60,58,297,385,94,70,0,0,1,0,1,0,23,1487,63,14,793,65,60,1,2549,1092,428,91,3,94,632,203,180,729,166,3685,176,1161,31,7,31,25,1397,113,103,4,240,1,158,0,2024,67,47,0,101,16,2305,0,20,556,0,0,1510,311,1,31,418,2275,744,380,9,6
Aco2,926,166,483,2,0,4300,207,1428,1281,540,145,950,122,9,85,0,1,149,1773,977,238,14,1421,168,212,447,19,8,310,30,234,168,555,1074,1556,131,313,271,471,1637,909,487,581,307,90,254,77,420,146,3,2576,209,2,676,269,1917,519,1283,9,216,0,187,51,262,2021,232,79,13,3612,659,1054,1626,412,420,960
Acot1,0,3889,32,0,0,0,0,0,0,37,0,1,0,0,0,0,0,0,0,1,0,0,10,46,109,177,0,0,0,5,0,0,195,7,18,0,1298,1,2561,52,0,1,0,3339,0,0,1,1136,0,0,0,3366,0,97,34,0,0,21,0,0,0,0,4,0,6496,6,0,14,12795,157,0,286,8,0,2
Acot2,50,21,0,0,0,1,3,1349,57,0,16,0,302,0,0,6,2,0,0,0,0,0,3,93,36,1,0,0,24,2,123,3,0,0,2,3,1176,200,389,452,0,1,1,5,1,1,3,29,35,0,1953,11,0,353,8,0,0,2,0,1,0,2,2,0,278,0,1,1,64,3,2,16,6627,0,0
Acot3,26,10,31,0,0,18,1,8,31,2,52,0,428,0,0,0,0,7,0,0,0,0,0,2,0,30,0,0,0,1,4,0,2,0,0,458,2,1568,70,0,11,12,0,0,0,0,1452,3,3,0,0,0,0,9,2,0,0,3,8,0,0,0,0,0,11,0,3,0,0,186,0,8,0,0,0
Acot4,51,2118,0,1,0,2,0,2581,0,0,1,0,0,0,0,0,0,0,10,1,0,0,1,3,18,0,0,0,26,0,1,0,0,0,46,4,0,0,0,9,0,0,0,0,1,0,0,42,3,0,2,50,1,192,15,0,56,0,0,1395,0,0,0,0,379,0,0,0,0,13,0,19,0,0,1
Acot5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3,0,0,0,0,4,0,1,2,0,0,0,0,0
Acot7,92,2212,699,16,0,836,29,176,73,8,21,93,124,0,780,731,6,14,10,398,13,67,87,425,31,76,13,127,384,628,30,728,33,116,297,1231,310,49,201,790,372,20,229,331,407,777,1769,288,39,2,133,69,1,209,13,675,1187,24,5,167,0,261,37,224,77,402,181,16,8052,200,1204,255,7,35,187
Acot8,3,411,1446,0,9,698,52,127,101,573,23,5,68,1,292,1,0,79,1,4331,4,0,90,660,194,267,28,1,18,1,29,437,164,372,14,210,28,62,334,121,1511,3,0,3,610,23,215,2161,196,1,26,1565,5,369,5018,126,65,269,151,15,1,1,36,272,201,0,3559,1,40,1317,233,403,357,0,2
Acot9,5120,4084,5447,71,8317,9131,9,1189,3863,2687,461,10695,517,9,50,6647,1,521,357,566,899,3,1034,958,651,2478,3935,737,1108,525,58,4976,1249,3056,1117,683,334,864,3494,2577,4235,562,2509,4,167,4444,302,5728,493,1,1561,1898,1,1204,2187,1815,672,760,908,2889,1,1212,2346,0,1954,848,2549,10,635,1655,1613,3666,68,44,1060
Acot11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acot12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acot13,0,0,705,1,0,591,10,118,4,542,1939,41,0,0,26,0,0,0,551,32,0,379,2,499,397,116,0,2,636,1,1,212,924,0,1658,1012,1215,2,7,875,990,0,0,13,515,0,0,373,1,0,6,0,0,253,482,226,0,564,126,0,1654,9,0,0,0,0,5463,4,5,435,47,251,1,0,0
Acox1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,673,35,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,12,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Acox2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
